cmsId,email,sName,gName,gender,age,major,depName,gpa,cgpa,year,residentialStatus,city,province
365069,abcd,Kareem Baig,Aziza Shafi,Female,18,Mechanical Engineering,SCME,2.14,2.57,2024,Day Scholar,Lahore,Punjab
354750,abcd,Zain Khan,Suhail Shafi,Female,19,Mechanical Engineering,SMME,2.46,2.95,2024,Day Scholar,Islamabad,Islamabad Federal
357808,abcd,Zaida Jilani,Hamza Aslam,Male,24,Computer Science,SEECS,3.55,3.32,2024,Hostellite,Karachi,Islamabad Federal
345415,abcd,Sumaya Ali,Tariq Baig,Female,25,Electrical Engineering,S3H,3.23,3.93,2022,Hostellite,Rawalpindi,Islamabad Federal
389781,abcd,Zakariya Talib,Zia Haider,Male,19,Electrical Engineering,SEECS,2.22,3.12,2024,Day Scholar,Faisalabad,Sindh
337894,abcd,Naim Khan,Ibrahim Hadi,Male,19,Chemical Engineering,S3H,3.2,2.72,2025,Day Scholar,Rawalpindi,Punjab
350683,abcd,Rafi Tariq,Omar Warsi,Female,19,Mechanical Engineering,SEECS,3.95,3.38,2025,Hostellite,Lahore,Punjab
349235,abcd,Jalal Qazi,Shafiq Sarfraz,Female,21,Mechanical Engineering,SEECS,2.87,3.52,2020,Hostellite,Lahore,Sindh
335583,abcd,Sadia Qureshi,Shabnam Talib,Male,22,Software Engineering,SCME,3.99,3.53,2020,Hostellite,Karachi,Punjab
391058,abcd,Sadaf Azam,Saima Ahmed,Female,24,Computer Science,SEECS,3.83,3.67,2025,Hostellite,Islamabad,Sindh
367538,abcd,Fariha Khawaja,Jalal Khattak,Female,23,Electrical Engineering,NBS,2.68,2.7,2022,Hostellite,Faisalabad,Punjab
387001,abcd,Noman Nawaz,Rukhsar Zafar,Male,24,Management Sciences,SNS,3.25,2.93,2023,Hostellite,Faisalabad,Punjab
362927,abcd,Sumaya Iqbal,Hina Hussain,Male,20,Software Engineering,SADA,3.29,2.98,2023,Hostellite,Karachi,Punjab
360037,abcd,Sarina Talib,Tariq Talib,Female,24,Mechanical Engineering,SMME,3.93,2.89,2020,Day Scholar,Karachi,Punjab
362246,abcd,Kareem Hassan,Zahra Aslam,Male,19,Law,NBS,2.2,2.57,2020,Day Scholar,Rawalpindi,Sindh
390642,abcd,Faisal Talib,Farida Haque,Male,21,Computer Science,SMME,3.85,2.42,2024,Hostellite,Lahore,Punjab
385940,abcd,Jamil Kamal,Rabab Mansoor,Female,22,Software Engineering,SMME,3.68,2.52,2022,Hostellite,Karachi,Sindh
337636,abcd,Rashid Anwar,Safia Alvi,Female,21,Mechanical Engineering,SADA,2.91,2.19,2024,Day Scholar,Karachi,Punjab
353737,abcd,Samiyah Hashmi,Saima Sarfraz,Female,24,Computer Science,SCME,2.96,3.32,2023,Hostellite,Karachi,Punjab
390778,abcd,Soraya Yusufzai,Yusuf Sarfraz,Male,25,Mechanical Engineering,SMME,3.55,2.75,2020,Hostellite,Karachi,Islamabad Federal
330181,abcd,Fayyaz Rafiq,Salma Sultan,Female,18,Electrical Engineering,SCME,3.24,2.84,2021,Day Scholar,Islamabad,Sindh
356848,abcd,Rabia Zahid,Safia Hameed,Female,18,Electrical Engineering,SMME,2.81,2.9,2023,Day Scholar,Karachi,Punjab
370756,abcd,Junaid Rizvi,Aziza Baig,Male,19,Electrical Engineering,SCME,3.44,3.47,2023,Hostellite,Karachi,Sindh
331262,abcd,Salma Ashraf,Hamid Rashid,Male,22,Law,S3H,3.14,3.63,2023,Hostellite,Karachi,Sindh
376127,abcd,Zaki Baig,Ayesha Tariq,Male,24,Law,NBS,2.4,2.39,2021,Hostellite,Islamabad,Sindh
347849,abcd,Sarina Kamal,Farah Noor,Female,19,Electrical Engineering,S3H,3.23,3.22,2025,Hostellite,Karachi,Punjab
365473,abcd,Aaliyah Arshad,Dina Rasheed,Male,18,Law,SMME,3.22,3.51,2025,Hostellite,Lahore,Punjab
376422,abcd,Amina Malik,Iqbal Rasheed,Female,21,Chemical Engineering,SCME,2.44,2.79,2021,Day Scholar,Lahore,Punjab
384798,abcd,Khalil Farooqi,Leila Abbas,Female,24,Electrical Engineering,S3H,2.14,2.82,2023,Hostellite,Islamabad,Punjab
387821,abcd,Hamza Malik,Fariha Rizvi,Male,23,Mechanical Engineering,SMME,3.99,3.48,2025,Day Scholar,Karachi,Punjab
321756,abcd,Zubair Jamil,Rafi Shafi,Female,19,Mechanical Engineering,SNS,2.66,3.8,2024,Hostellite,Faisalabad,Punjab
363231,abcd,Yasir Awan,Zubair Zafar,Female,20,Management Sciences,S3H,3.02,3.25,2022,Day Scholar,Lahore,Punjab
352917,abcd,Talha Hashmi,Asma Mirza,Female,18,Software Engineering,NBS,2.7,2.1,2022,Day Scholar,Faisalabad,Islamabad Federal
388491,abcd,Hakim Raza,Naim Qureshi,Male,20,Mechanical Engineering,SEECS,2.18,2.46,2020,Hostellite,Islamabad,Sindh
370410,abcd,Samiyah Nadeem,Rashid Hashmi,Male,19,Software Engineering,SNS,2.73,3.51,2023,Hostellite,Karachi,Punjab
357509,abcd,Samira Tariq,Ali Zafar,Female,19,Electrical Engineering,SADA,3.84,2.25,2022,Hostellite,Rawalpindi,Sindh
340752,abcd,Sadaf Nadeem,Yusuf Khattak,Female,21,Management Sciences,SMME,3.37,3.91,2022,Day Scholar,Islamabad,Sindh
363392,abcd,Asad Ahmed,Talha Rahman,Female,21,Computer Science,SCME,3.4,2.9,2023,Hostellite,Islamabad,Punjab
344158,abcd,Saima Qureshi,Nafisa Mansoor,Female,21,Management Sciences,SNS,2.86,3.42,2021,Day Scholar,Faisalabad,Islamabad Federal
327206,abcd,Faisal Shafi,Yusuf Tariq,Female,19,Mechanical Engineering,SEECS,2.25,3.95,2024,Day Scholar,Lahore,Punjab
396765,abcd,Rahim Akhtar,Zakariya Hussain,Female,21,Chemical Engineering,SCME,3.83,3.81,2024,Day Scholar,Faisalabad,Punjab
322169,abcd,Tahira Rafiq,Kareem Jamil,Male,21,Electrical Engineering,SNS,3.18,3.29,2023,Hostellite,Islamabad,Punjab
345317,abcd,Faisal Baig,Sarwar Tariq,Male,20,Software Engineering,SCME,3.6,3.47,2024,Day Scholar,Rawalpindi,Islamabad Federal
350456,abcd,Saima Khanzada,Abdullah Haque,Female,20,Electrical Engineering,SEECS,2.99,2.55,2020,Hostellite,Rawalpindi,Sindh
353598,abcd,Zia Ahmed,Imran Hassan,Female,18,Mechanical Engineering,SMME,2.03,2.11,2020,Hostellite,Faisalabad,Sindh
340248,abcd,Amina Siddiqi,Hakim Hassan,Female,25,Law,S3H,2.31,3.39,2020,Hostellite,Faisalabad,Punjab
357710,abcd,Amina Hadi,Rabab Mansoor,Female,20,Management Sciences,SMME,3.74,2.05,2021,Day Scholar,Islamabad,Sindh
325746,abcd,Rahat Mansoor,Tahir Khan,Male,25,Computer Science,SNS,2.41,2.04,2024,Day Scholar,Faisalabad,Islamabad Federal
378900,abcd,Ameen Mustafa,Jamila Tariq,Male,23,Law,S3H,3.75,3.28,2023,Day Scholar,Karachi,Islamabad Federal
368702,abcd,Naeema Khawaja,Rahim Zaman,Male,20,Law,NBS,2.97,2.35,2023,Day Scholar,Rawalpindi,Punjab
329320,abcd,Amina Farooqi,Fatima Hamza,Male,22,Chemical Engineering,SEECS,3.65,2.59,2025,Hostellite,Rawalpindi,Sindh
330794,abcd,Farah Rahman,Zubair Raza,Female,23,Computer Science,SEECS,2.79,3.8,2024,Hostellite,Faisalabad,Islamabad Federal
394827,abcd,Noman Khan,Rafi Iqbal,Female,22,Mechanical Engineering,SNS,3.88,3.16,2023,Day Scholar,Karachi,Islamabad Federal
360068,abcd,Rauf Warsi,Rauf Abbas,Female,19,Chemical Engineering,S3H,3.08,2.97,2023,Hostellite,Karachi,Punjab
398969,abcd,Rafiya Abbas,Jamil Rahman,Female,20,Mechanical Engineering,SEECS,2.4,2.53,2025,Day Scholar,Islamabad,Islamabad Federal
384799,abcd,Hina Tariq,Faisal Azam,Male,21,Software Engineering,S3H,3.37,2.48,2020,Hostellite,Rawalpindi,Punjab
326336,abcd,Hina Hussain,Aisha Farooqi,Female,25,Law,SEECS,2.89,3.17,2021,Day Scholar,Karachi,Sindh
369181,abcd,Irfan Hussain,Rahim Mustafa,Male,25,Chemical Engineering,SADA,3.15,2.26,2023,Hostellite,Faisalabad,Islamabad Federal
378802,abcd,Zaki Haque,Zaida Anwar,Female,18,Computer Science,SCME,2.04,2.16,2024,Day Scholar,Faisalabad,Punjab
363873,abcd,Hussein Mansoor,Zaida Tariq,Female,23,Chemical Engineering,SEECS,2.71,2.43,2023,Day Scholar,Islamabad,Punjab
381790,abcd,Amina Rafiq,Hamid Akhtar,Male,22,Management Sciences,SNS,3.07,2.48,2022,Day Scholar,Karachi,Sindh
358569,abcd,Imran Rehman,Khalid Nadeem,Male,25,Electrical Engineering,NBS,2.74,3.11,2020,Day Scholar,Karachi,Islamabad Federal
387512,abcd,Fayyaz Shah,Asad Kamal,Female,25,Electrical Engineering,SCME,2.05,3.29,2024,Day Scholar,Karachi,Punjab
344317,abcd,Amir Jilani,Imran Shah,Female,21,Software Engineering,NBS,3.92,3.62,2025,Day Scholar,Islamabad,Islamabad Federal
385972,abcd,Asma Qureshi,Malik Hakeem,Male,24,Chemical Engineering,NBS,2.58,2.54,2024,Hostellite,Lahore,Islamabad Federal
338469,abcd,Hina Qureshi,Fayyaz Anwar,Male,24,Software Engineering,NBS,3.34,2.81,2021,Day Scholar,Lahore,Sindh
350148,abcd,Amina Talib,Ibrahim Noor,Female,24,Mechanical Engineering,SEECS,2.2,3.98,2022,Day Scholar,Karachi,Islamabad Federal
332043,abcd,Zahra Rizvi,Nour Khattak,Male,18,Electrical Engineering,SCME,2.17,2.89,2025,Hostellite,Rawalpindi,Islamabad Federal
365624,abcd,Amina Sarfraz,Rizwan Qazi,Male,20,Mechanical Engineering,SMME,2.95,3.12,2025,Day Scholar,Islamabad,Islamabad Federal
359907,abcd,Nasir Baig,Naim Baig,Male,19,Electrical Engineering,SMME,3.27,2.48,2022,Day Scholar,Lahore,Punjab
353059,abcd,Aaliyah Akhtar,Sana Anwar,Male,20,Computer Science,NBS,3.48,2.54,2022,Day Scholar,Faisalabad,Islamabad Federal
391745,abcd,Bilal Hassan,Zahid Shafi,Female,24,Chemical Engineering,NBS,3.03,3.87,2020,Hostellite,Faisalabad,Punjab
341914,abcd,Yusuf Jilani,Soraya Sultan,Male,22,Computer Science,S3H,2.51,2.4,2022,Hostellite,Karachi,Islamabad Federal
340424,abcd,Naeema Shafi,Zahra Rafiq,Female,22,Computer Science,SNS,2.48,2.62,2022,Day Scholar,Islamabad,Islamabad Federal
362906,abcd,Ali Zaman,Mustafa Alvi,Female,19,Chemical Engineering,SADA,2.82,3.16,2023,Hostellite,Rawalpindi,Sindh
333935,abcd,Tahir Qureshi,Leila Alvi,Male,19,Computer Science,SADA,3.99,2.1,2021,Hostellite,Rawalpindi,Sindh
387754,abcd,Sarwar Jilani,Zahid Shafi,Male,19,Electrical Engineering,S3H,2.33,3.08,2024,Day Scholar,Karachi,Sindh
363254,abcd,Kareem Farooqi,Amir Rizvi,Female,21,Mechanical Engineering,SNS,2.22,3.07,2024,Day Scholar,Faisalabad,Sindh
380098,abcd,Sarwar Rehman,Zahid Azam,Male,20,Chemical Engineering,SADA,2.15,2.49,2024,Day Scholar,Faisalabad,Punjab
364620,abcd,Aaliyah Khanzada,Marwa Sarfraz,Female,19,Chemical Engineering,SNS,3.38,3.66,2021,Hostellite,Faisalabad,Sindh
345511,abcd,Nadeem Hamza,Farah Qureshi,Male,25,Chemical Engineering,SADA,3.7,2.47,2022,Hostellite,Islamabad,Sindh
373090,abcd,Saima Yusuf,Karim Mahmood,Male,18,Mechanical Engineering,S3H,2.82,3.2,2020,Hostellite,Karachi,Islamabad Federal
361345,abcd,Iqbal Baig,Zara Sarfraz,Female,20,Chemical Engineering,SNS,2.96,2.51,2024,Hostellite,Islamabad,Islamabad Federal
358194,abcd,Salim Siddiqi,Samiyah Rafiq,Male,21,Software Engineering,SNS,3.35,2.73,2025,Day Scholar,Islamabad,Sindh
392056,abcd,Zaida Zahid,Sabeen Abbas,Male,25,Electrical Engineering,SEECS,3.0,2.83,2020,Hostellite,Rawalpindi,Islamabad Federal
351152,abcd,Fayyaz Abbas,Samira Rahman,Female,22,Law,SADA,3.7,3.54,2021,Day Scholar,Islamabad,Sindh
342117,abcd,Tariq Khan,Muhammad Mirza,Female,22,Electrical Engineering,SCME,3.45,3.55,2020,Day Scholar,Lahore,Punjab
377480,abcd,Nabeela Siddiqui,Salma Sultan,Female,25,Law,NBS,3.92,2.98,2025,Hostellite,Faisalabad,Sindh
381551,abcd,Fariha Khanzada,Kamran Sultan,Female,24,Law,S3H,3.8,2.32,2022,Hostellite,Lahore,Punjab
348406,abcd,Samira Saeed,Farah Akhtar,Male,25,Chemical Engineering,SCME,3.96,2.88,2022,Day Scholar,Rawalpindi,Islamabad Federal
353540,abcd,Naeema Hussain,Nida Zafar,Male,25,Computer Science,SEECS,2.54,2.74,2023,Hostellite,Karachi,Sindh
374085,abcd,Hamza Akhtar,Nadia Tariq,Female,24,Law,SNS,2.92,3.99,2021,Day Scholar,Rawalpindi,Sindh
328540,abcd,Ibrahim Hadi,Khalid Malik,Male,24,Chemical Engineering,SMME,2.63,3.43,2023,Hostellite,Faisalabad,Punjab
371813,abcd,Fayyaz Khawaja,Muhammad Arif,Male,19,Electrical Engineering,SEECS,2.83,2.37,2025,Hostellite,Islamabad,Islamabad Federal
381467,abcd,Khalid Abbas,Noman Hassan,Male,25,Electrical Engineering,SEECS,3.6,3.87,2022,Day Scholar,Faisalabad,Sindh
341156,abcd,Asad Malik,Tariq Hadi,Female,21,Computer Science,SMME,2.5,2.59,2024,Day Scholar,Faisalabad,Punjab
371132,abcd,Leila Hamid,Amina Kamal,Male,24,Mechanical Engineering,SNS,3.24,3.5,2023,Hostellite,Lahore,Punjab
352836,abcd,Tahira Awan,Nadia Hussaini,Female,21,Computer Science,NBS,2.26,3.5,2024,Hostellite,Lahore,Islamabad Federal
386057,abcd,Ayesha Farooqi,Farida Tariq,Male,18,Mechanical Engineering,SADA,3.32,2.8,2025,Hostellite,Islamabad,Sindh
345865,abcd,Kareem Siddiqui,Salma Khawaja,Female,22,Mechanical Engineering,NBS,2.23,2.89,2021,Hostellite,Rawalpindi,Punjab
335344,abcd,Raza Ahmed,Nafisa Anwar,Male,20,Mechanical Engineering,NBS,3.24,3.42,2024,Hostellite,Faisalabad,Islamabad Federal
346765,abcd,Safia Jilani,Salim Hakeem,Male,20,Software Engineering,SNS,2.47,3.49,2022,Day Scholar,Karachi,Islamabad Federal
329183,abcd,Faisal Rasheed,Noman Zahid,Female,18,Mechanical Engineering,SADA,2.9,3.42,2025,Day Scholar,Rawalpindi,Punjab
359434,abcd,Jamila Alvi,Sadaf Rashid,Male,22,Electrical Engineering,NBS,2.2,2.67,2021,Day Scholar,Lahore,Sindh
352347,abcd,Amina Rasheed,Huma Hadi,Male,23,Mechanical Engineering,SCME,2.4,3.78,2025,Day Scholar,Karachi,Islamabad Federal
387664,abcd,Faisal Farooqi,Talha Malik,Female,25,Chemical Engineering,SEECS,2.72,3.85,2024,Hostellite,Islamabad,Islamabad Federal
397365,abcd,Aaliyah Zaman,Rashid Alvi,Female,24,Electrical Engineering,S3H,3.18,2.61,2023,Day Scholar,Rawalpindi,Punjab
380095,abcd,Kamran Arif,Samiyah Abbas,Male,22,Mechanical Engineering,S3H,3.58,3.51,2020,Day Scholar,Islamabad,Punjab
386960,abcd,Ameen Anwar,Zahra Ahmed,Female,18,Law,SNS,3.98,3.12,2020,Hostellite,Islamabad,Sindh
394121,abcd,Sami Malik,Marwa Rizvi,Male,25,Electrical Engineering,SEECS,2.89,3.62,2023,Hostellite,Lahore,Islamabad Federal
394758,abcd,Malik Rafiq,Irfan Warsi,Female,23,Computer Science,SEECS,3.96,2.5,2025,Day Scholar,Faisalabad,Punjab
335557,abcd,Yusuf Tariq,Noman Hameed,Male,21,Chemical Engineering,NBS,3.57,3.32,2023,Hostellite,Faisalabad,Punjab
399287,abcd,Zara Rasheed,Rizwan Siddiqi,Male,25,Law,NBS,3.44,3.62,2023,Day Scholar,Rawalpindi,Islamabad Federal
361835,abcd,Safia Hashmi,Safia Anwar,Male,20,Electrical Engineering,SMME,3.64,2.46,2020,Hostellite,Faisalabad,Punjab
321905,abcd,Asma Iqbal,Hina Zakariya,Male,21,Chemical Engineering,NBS,3.39,2.23,2023,Day Scholar,Faisalabad,Islamabad Federal
382736,abcd,Yasin Malik,Samira Noor,Male,20,Software Engineering,NBS,3.78,3.1,2025,Hostellite,Faisalabad,Islamabad Federal
340506,abcd,Naim Mirza,Faisal Rafiq,Male,24,Computer Science,SEECS,2.59,2.45,2021,Hostellite,Rawalpindi,Punjab
384206,abcd,Tahira Zaman,Hamza Mahmood,Male,18,Electrical Engineering,SEECS,3.29,3.5,2022,Hostellite,Rawalpindi,Punjab
343616,abcd,Nida Zahid,Sami Alvi,Male,18,Mechanical Engineering,SCME,2.34,3.23,2021,Day Scholar,Rawalpindi,Punjab
380927,abcd,Noman Mansoor,Rabab Javed,Female,24,Chemical Engineering,SEECS,2.16,3.68,2025,Hostellite,Rawalpindi,Islamabad Federal
340075,abcd,Hakim Akhtar,Saida Aslam,Female,22,Computer Science,NBS,2.16,3.42,2022,Day Scholar,Lahore,Punjab
326179,abcd,Sumaya Zakariya,Nadia Mirza,Male,25,Electrical Engineering,S3H,2.53,2.48,2020,Day Scholar,Lahore,Islamabad Federal
381319,abcd,Amina Anwar,Rizwan Yusufzai,Male,19,Law,NBS,3.34,2.49,2023,Day Scholar,Islamabad,Islamabad Federal
385078,abcd,Afifa Anwar,Hassan Hameed,Female,21,Electrical Engineering,SADA,3.82,3.94,2020,Hostellite,Karachi,Sindh
390547,abcd,Samiyah Jilani,Hussein Zahid,Female,23,Law,SMME,2.67,3.98,2021,Day Scholar,Islamabad,Punjab
346481,abcd,Asma Talib,Nabeela Zahid,Female,21,Mechanical Engineering,S3H,2.62,2.11,2022,Hostellite,Islamabad,Punjab
349417,abcd,Fariha Hussain,Ghazala Rahman,Male,24,Management Sciences,SCME,3.12,3.31,2025,Hostellite,Faisalabad,Punjab
370837,abcd,Leila Nawaz,Sadaf Hadi,Male,20,Computer Science,SCME,3.62,2.57,2024,Hostellite,Lahore,Punjab
367915,abcd,Aisha Hakim,Karim Hashmi,Female,24,Management Sciences,SCME,2.88,3.68,2023,Hostellite,Rawalpindi,Punjab
324651,abcd,Amina Tariq,Saida Awan,Male,21,Management Sciences,SMME,3.29,3.28,2022,Day Scholar,Faisalabad,Sindh
369954,abcd,Nafisa Khattak,Rashid Farooqi,Female,22,Management Sciences,SNS,3.31,3.92,2020,Hostellite,Rawalpindi,Sindh
375088,abcd,Hassan Khanzada,Rameez Khattak,Male,24,Chemical Engineering,SNS,2.04,3.02,2021,Day Scholar,Islamabad,Punjab
350242,abcd,Samira Begum,Junaid Noor,Female,22,Computer Science,NBS,3.12,2.05,2024,Hostellite,Karachi,Islamabad Federal
384620,abcd,Shazia Noor,Hina Ali,Female,19,Mechanical Engineering,S3H,2.34,3.13,2025,Day Scholar,Karachi,Punjab
378617,abcd,Waleed Aslam,Naim Rashid,Male,19,Software Engineering,SCME,2.36,2.07,2023,Day Scholar,Islamabad,Islamabad Federal
381458,abcd,Amir Javed,Rameez Qureshi,Male,22,Software Engineering,NBS,3.5,3.59,2021,Day Scholar,Rawalpindi,Islamabad Federal
355789,abcd,Asma Nadeem,Tariq Begum,Male,18,Software Engineering,SEECS,2.45,2.5,2023,Day Scholar,Karachi,Punjab
360207,abcd,Waleed Rehman,Jalal Ahmed,Male,25,Mechanical Engineering,SEECS,2.23,2.71,2020,Day Scholar,Islamabad,Punjab
